,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,card,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,label
50,1.18946432132083E+018,Wed Oct 30 08:49:28 +0000 2019,1.18946432132083E+018,1.18946432132083E+018,@ranjanieguruge @sajithpremadasa @irajonline @MaithripalaS @GotabayaR @hirunews @adaderanasin @RW_UNP @officialunp Ponna wesi 😂😂😂 පරාද උනාම බලමුකො මේ වේසි මොකද කියන්නෙ කියල,False,"[115, 172]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ranjanieguruge', 'name': 'Ranjanieguruge', 'id': 2683641581, 'id_str': '2683641581', 'indices': [0, 15]}, {'screen_name': 'sajithpremadasa', 'name': 'Sajith Premadasa', 'id': 106014897, 'id_str': '106014897', 'indices': [16, 32]}, {'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [33, 44]}, {'screen_name': 'MaithripalaS', 'name': 'Maithripala Sirisena', 'id': 3002789437, 'id_str': '3002789437', 'indices': [45, 58]}, {'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': 3191855185, 'id_str': '3191855185', 'indices': [59, 69]}, {'screen_name': 'hirunews', 'name': 'Hiru News', 'id': 351341475, 'id_str': '351341475', 'indices': [70, 79]}, {'screen_name': 'adaderanasin', 'name': 'Ada Derana Sinhala', 'id': 183904448, 'id_str': '183904448', 'indices': [80, 93]}, {'screen_name': 'RW_UNP', 'name': 'Ranil Wickremesinghe', 'id': 2913830408, 'id_str': '2913830408', 'indices': [94, 101]}, {'screen_name': 'officialunp', 'name': 'UNP', 'id': 785344686, 'id_str': '785344686', 'indices': [102, 114]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1886899478737E+018,1.1886899478737E+018,2683641581,2683641581,ranjanieguruge,568161423,568161423,,,,,False,0,0,0,0,1.1886899478737E+018,1.1886899478737E+018,False,False,si,,,,,,,,,,1
51,9.05381687357391E+017,Wed Sep 06 10:46:30 +0000 2017,9.05381687357391E+017,9.05381687357391E+017,@Disapamok වේසි 😂,False,"[11, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Disapamok', 'name': 'Dizy', 'id': 1084343288767733761, 'id_str': '1084343288767733761', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.32985526667915E+017,8.32985526667915E+017,,,,,False,0,0,0,0,9.05339861535785E+017,9.05339861535785E+017,False,False,si,,,,,,,,,,1
52,1.15569269873449E+018,Mon Jul 29 04:13:05 +0000 2019,1.15569269873449E+018,1.15569269873449E+018,"උඩරට විවාහ නීතිය යටතේ දැරියක් විවාහ වීමේ අවම වයස 12 ලෙසත් දරුවෙක් විවාහ වීමේ අවම වයස අවුරුදු 16 ලෙසත් පැහැදිලිව දක්වා ඇත. දැනට මුස්ලිම් නීතිය සන්ශෝදනය වී ඇති අතර, මුස්ලිම් විවාහ හා දික්කසාද පනත පමණක් නොව උඩරට විවාහ නීතියෙත් විවාහ වීමේ අවම වයස 18 කරන ලෙස බලකරමු. #lka",False,"[0, 266]","{'hashtags': [{'text': 'lka', 'indices': [262, 266]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,70704329,70704329,,,,,False,7,57,9,2,1.15569269873449E+018,1.15569269873449E+018,False,False,si,,,,,,,,,,0
53,1.156780377975E+018,Thu Aug 01 04:15:08 +0000 2019,1.156780377975E+018,1.156780377975E+018,"කොළඹ ඉස්කෝලෙකට ගියත්, රට යන්න හමෝම කිව්වත්, හිත කිව්වේ කොහොමහරි කැම්පස් යන්න ඕනේ කියලා. එකේ මාර ගැම්මක් තියනවා, මොනවා කිව්වත්. මාර කට්ටක් කැවේ, ඇයි Z-score අනා ගත්ත batch එකනේ අපි. අවුරුද්දක් හිටියා, කැම්පස් යන්නේ නැතුව.",False,"[0, 220]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,963639906,963639906,,,,,False,15,85,3,3,1.156780377975E+018,1.156780377975E+018,False,False,si,,,,,,,,,"{'id': 1156780377975001088, 'id_str': '1156780377975001088'}",0
54,1.21155621091222E+018,Mon Dec 30 07:54:44 +0000 2019,1.21155621091222E+018,1.21155621091222E+018,"ස්විස්ටර්ලන්ත තානාපති නිලධාරිනී ගානියා බැරිස්ටර් ලක්ෂ 5 ක සරීර ඇප  2ක්  මත කොලඹ මහේස්ත්‍රාත් අධිකරණය නිදහස් කරයි.
🤣🤣🤣🤣🤣🤣 https://t.co/WNhDvJTOgU",False,"[0, 144]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WNhDvJTOgU', 'expanded_url': 'https://giphy.com/gifs/dCG9N1wkSm5LanEmfk', 'display_url': 'giphy.com/gifs/dCG9N1wkS…', 'indices': [121, 144]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,329826075,329826075,,,,,False,0,0,1,0,1.21155621091222E+018,1.21155621091222E+018,False,False,si,,False,True,"{'name': 'player', 'url': 'https://t.co/WNhDvJTOgU', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'vanity_url': {'type': 'STRING', 'string_value': 'giphy.com', 'scribe_key': 'vanity_url'}, 'player_url': {'type': 'STRING', 'string_value': 'https://giphy.com/embed/dCG9N1wkSm5LanEmfk/twitter/iframe'}, 'domain': {'type': 'STRING', 'string_value': 'giphy.com'}, 'player_width': {'type': 'STRING', 'string_value': '435'}, 'player_height': {'type': 'STRING', 'string_value': '435'}, 'site': {'type': 'USER', 'user_value': {'id_str': '1020383864', 'path': []}, 'scribe_key': 'publisher_id'}, 'title': {'type': 'STRING', 'string_value': 'Animated GIF - Find & Share on GIPHY'}, 'description': {'type': 'STRING', 'string_value': 'Discover & share this Animated GIF with everyone you know. GIPHY is how you search, share, discover, and create GIFs.'}, 'player_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/cards/player-placeholder.png', 'width': 351, 'height': 197, 'alt': None}}, 'player_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/cards/player-placeholder.png', 'width': 351, 'height': 197, 'alt': None}}, 'player_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/cards/player-placeholder.png', 'width': 351, 'height': 197, 'alt': None}}, 'player_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/cards/player-placeholder.png', 'width': 351, 'height': 197, 'alt': None}}, 'card_url': {'type': 'STRING', 'string_value': 'https://t.co/WNhDvJTOgU', 'scribe_key': 'card_url'}}, 'users': {'1020383864': {'id': 1020383864, 'id_str': '1020383864', 'name': 'GIPHY', 'screen_name': 'GIPHY', 'location': 'New York, NY', 'description': 'Be Animated.', 'url': 'https://t.co/CFrDx2ofpD', 'entities': {'url': {'urls': [{'url': 'https://t.co/CFrDx2ofpD', 'expanded_url': 'http://giphy.com', 'display_url': 'giphy.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 258925, 'fast_followers_count': 0, 'normal_followers_count': 258925, 'friends_count': 1029, 'listed_count': 1256, 'created_at': 'Tue Dec 18 18:33:45 +0000 2012', 'favourites_count': 43436, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 37105, 'media_count': 11765, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '050505', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1356405232243269636/7wtRQyr2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1356405232243269636/7wtRQyr2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1020383864/1614878714', 'profile_image_extensions_alt_text': None, 'profile_image_extensions_media_availability': None, 'profile_image_extensions_media_color': {'palette': [{'rgb': {'red': 0, 'green': 0, 'blue': 0}, 'percentage': 86.73}, {'rgb': {'red': 1, 'green': 254, 'blue': 153}, 'percentage': 2.78}, {'rgb': {'red': 1, 'green': 203, 'blue': 253}, 'percentage': 2.73}, {'rgb': {'red': 253, 'green': 103, 'blue': 102}, 'percentage': 2.4}, {'rgb': {'red': 153, 'green': 51, 'blue': 255}, 'percentage': 1.78}]}, 'profile_image_extensions': {'mediaStats': {'r': {'missing': None}, 'ttl': -1}}, 'profile_banner_extensions_alt_text': None, 'profile_banner_extensions_media_color': {'palette': [{'rgb': {'red': 79, 'green': 32, 'blue': 188}, 'percentage': 46.2}, {'rgb': {'red': 46, 'green': 213, 'blue': 252}, 'percentage': 8.79}, {'rgb': {'red': 251, 'green': 121, 'blue': 125}, 'percentage': 8.23}, {'rgb': {'red': 241, 'green': 60, 'blue': 183}, 'percentage': 7.45}, {'rgb': {'red': 52, 'green': 155, 'blue': 93}, 'percentage': 5.94}]}, 'profile_banner_extensions_media_availability': None, 'profile_banner_extensions': {'mediaStats': {'r': {'missing': None}, 'ttl': -1}}, 'profile_link_color': '00CCFF', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'pinned_tweet_ids': [1367612320189468678], 'pinned_tweet_ids_str': ['1367612320189468678'], 'has_custom_timelines': True, 'can_dm': False, 'can_media_tag': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'muting': False, 'blocking': False, 'blocked_by': False, 'want_retweets': False, 'advertiser_account_type': 'promotable_user', 'advertiser_account_service_levels': ['dso', 'dso'], 'profile_interstitial_type': '', 'business_profile_state': 'none', 'translator_type': 'none', 'followed_by': False, 'ext': {'highlightedLabel': {'r': {'ok': {}}, 'ttl': -1}}, 'require_some_consent': False}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}",,,,,,0
55,1.11851519671525E+018,Wed Apr 17 14:02:58 +0000 2019,1.11851519671525E+018,1.11851519671525E+018,@ItsMeSithu නෑ ඉරිසියා නෑ ඔන්නොකිව හම්බෙලා කනට එකක් ගහන්න තිබානම් ඇති වේසි.😂,False,"[12, 76]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ItsMeSithu', 'name': 'Sithummmm⚡🇱🇰', 'id': 2430049045, 'id_str': '2430049045', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.11851483493974E+018,1.11851483493974E+018,2430049045,2430049045,ItsMeSithu,9.82608810928845E+017,9.82608810928845E+017,,,,,False,0,0,1,0,1.11851087179643E+018,1.11851087179643E+018,False,False,si,,,,,,,,,,1
56,1.25177583289446E+018,Sun Apr 19 07:33:10 +0000 2020,1.25177583289446E+018,1.25177583289446E+018,@nirmalsandaru වේසි,False,"[15, 19]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.25177555972775E+018,1.25177555972775E+018,1.05788519463031E+018,1.05788519463031E+018,Iam_N_Sandaru,1.11702161061831E+018,1.11702161061831E+018,,,,,False,0,1,1,0,1.25177555972775E+018,1.25177555972775E+018,False,False,si,,,,,,,,,,1
57,7.03519600613396E+017,Sat Feb 27 09:58:38 +0000 2016,7.03519600613396E+017,7.03519600613396E+017,@PoDiyaa වේසි කියන්නේ හොද වචනයක්ද ඩික් අය්යේ 😨,False,"[0, 46]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1084863205,1084863205,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,0,7.03507538441064E+017,7.03507538441064E+017,False,False,si,,,,,,,,,,0
59,1.13984235884817E+018,Sat Jun 15 10:29:30 +0000 2019,1.13984235884817E+018,1.13984235884817E+018,@mother_lk @kushantha9221 මනුස්ස හෑගීම් තියෙන උන් ඒ ගැහැනියගේ වේදනාව නොතේරීම අපේ මිනිස්සුන්ගේ තියෙන තිරිසන් කම ප්‍රදර්ශනය කිරීම.ඒ ගෑනිටම වෙන එකෙක්ගෙන් ලමයෙක් ලැබුනොත් ඒකි වේසි වෙලා බල්ලො රැල වගේ පාඩුවෙ ඉන්න දෙන්නෑ.වැරදි වැඩ කරන එකාමයි සමාජය ඉදිරියේ හරි කියල පෙන්නන් මේමිනිස්සු මේවට ඇදල දාන්නේ,False,"[26, 292]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.13982040406578E+018,1.13982040406578E+018,333357644,333357644,yunesh_k,1.11020364369594E+018,1.11020364369594E+018,,,,,False,0,3,2,0,1.13959257564652E+018,1.13959257564652E+018,False,False,si,,,,,,,,,,0
60,1.27305014497643E+018,Wed Jun 17 00:29:41 +0000 2020,1.27305014497643E+018,1.27305014497643E+018,@lankansexylucy කැරි වේසි,False,"[16, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lankansexylucy', 'name': 'Hot Wife Lucy 17K 🇱🇰 ©️', 'id': 952372283854565376, 'id_str': '952372283854565376', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.27255266720667E+018,1.27255266720667E+018,9.52372283854565E+017,9.52372283854565E+017,lankansexylucy,1.2638182662349E+018,1.2638182662349E+018,,,,,False,0,1,1,0,1.27255266720667E+018,1.27255266720667E+018,False,False,si,,,,,,,,,,1
61,1.33337101680697E+018,Mon Nov 30 11:23:17 +0000 2020,1.33337101680697E+018,1.33337101680697E+018,@senalids You’re the bitch මේ ආන්ඩුවට කඩේ ගිය නේද? පට්ට වේසි,False,"[10, 60]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.33328980434416E+018,1.33328980434416E+018,1.05588360774974E+018,1.05588360774974E+018,senalidesilva,1.31228134060408E+018,1.31228134060408E+018,,,,,False,0,0,0,0,1.33328980434416E+018,1.33328980434416E+018,False,False,si,,,,,,,,,,1
62,1.36765794899507E+018,Fri Mar 05 02:07:19 +0000 2021,1.36765794899507E+018,1.36765794899507E+018,"ගෑණු ලමයී පිරිමි ලමයීගේ මල් වගේ තියෙන චූටි හිත තලනවා. රිද්දනවා. පිරිමි ලමයී ගෑණු ලමයීගේ බෙල්ල කපනවා, පිහියෙන් අනිනවා, වේසි කියලා බනිනවා. ඕන්න ඔහොමයී වැඩේ වෙන්නේ.",False,"[0, 161]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.26937563388645E+018,1.26937563388645E+018,,,,,False,0,5,0,0,1.36765794899507E+018,1.36765794899507E+018,False,False,si,,,,,,,,,,0
63,1.32161241192173E+018,Thu Oct 29 00:38:48 +0000 2020,1.32161241192173E+018,1.32161241192173E+018,@Its_Me_S_Soori දෙන්නම තමා ඉතින් ඒත් ඕක මාට්ටු උන ගමන්ම කෙල්ලගේ දෙමව්පියෝ තමන්ගේ ළමයා පත්තිනි අම්මා කෙනෙක් කරලා තියෙන මාන්නෙට අර කොල්ලට බනිනවා..කොල්ලගේ දෙමව්පියෝ තමන්ගේ ළමයා උපාසකයා කියලා හිතලා අර කෙල්ලට බනිනවා පදුරැ වේසි කියලා..ඒ අතරේ හොද දෙමව්පියොත් ඉන්නවා හරියටම වුන දේ ගැන හොයලා බලන,False,"[16, 286]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Its_Me_S_Soori', 'name': 'ֆɦǟռ....✍️(..Hҽʅʅσ Pҽҽρʂ..🙋) 🇱🇰', 'id': 1196374198408450048, 'id_str': '1196374198408450048', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.32143363599663E+018,1.32143363599663E+018,1.19637419840845E+018,1.19637419840845E+018,Its_Me_S_Soori,1.28465590841326E+018,1.28465590841326E+018,,,,,False,0,4,1,0,1.32143363599663E+018,1.32143363599663E+018,False,False,si,,,,,,,,,,0
64,1.30646185645072E+018,Thu Sep 17 05:15:54 +0000 2020,1.30646185645072E+018,1.30646185645072E+018,"@lahirunirmala මං හිටි බෝඩිමක ඇන්ටි ධූට බනිනො.. තෝ වේසි මගේ ඔක්කොම ලියාගෙන ඒවයින් කකා බිබී තෝ වේසකමේ යනෝ..මං මේ කීයක්වත් හම්බකරගත්තම තොට ඉවසං ඉන්න බෑ.කතන්දර කියනො..
ආදී වසේන් වලි. ඒ ආන්ටි පවුල් වෙලා උපයාගත්තේ කුනුහබ්බ කියාන රණ්ඩු වෙන්න පුළුවන් දුවෙක්.. ඒකත් වටිනෝ ඉතිං එ නාකි උන්දැට..",False,"[15, 284]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lahirunirmala', 'name': 'Hiru', 'id': 33105446, 'id_str': '33105446', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.30645785929153E+018,1.30645785929153E+018,33105446,33105446,lahirunirmala,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,5,0,0,1.30645785929153E+018,1.30645785929153E+018,False,False,si,,,,,,,,,,1
65,1.21854526953017E+018,Sat Jan 18 14:46:46 +0000 2020,1.21854526953017E+018,1.21854526953017E+018,කොයි මිනිහ හින්දද යකෝ මට මූ හම්බුනේ කියල හිතන වේසි https://t.co/umniex6Q3V,False,"[0, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1218545259568742402, 'id_str': '1218545259568742402', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/EOkkdRtUwAIFAJo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EOkkdRtUwAIFAJo.jpg', 'url': 'https://t.co/umniex6Q3V', 'display_url': 'pic.twitter.com/umniex6Q3V', 'expanded_url': 'https://twitter.com/EnThunga/status/1218545269530169344/photo/1', 'type': 'photo', 'original_info': {'width': 1463, 'height': 823, 'focus_rects': [{'x': 0, 'y': 0, 'h': 819, 'w': 1463}, {'x': 283, 'y': 0, 'h': 823, 'w': 823}, {'x': 333, 'y': 0, 'h': 823, 'w': 722}, {'x': 488, 'y': 0, 'h': 823, 'w': 412}, {'x': 0, 'y': 0, 'h': 823, 'w': 1463}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1463, 'h': 823, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 251, 'y': 74, 'h': 171, 'w': 171}]}, 'orig': {'faces': [{'x': 542, 'y': 161, 'h': 368, 'w': 368}]}, 'large': {'faces': [{'x': 542, 'y': 161, 'h': 368, 'w': 368}]}, 'medium': {'faces': [{'x': 444, 'y': 132, 'h': 301, 'w': 301}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.12297402656899E+017,8.12297402656899E+017,,,,,True,1,8,1,0,1.21854526953017E+018,1.21854526953017E+018,False,False,si,,False,True,,"{'media': [{'id': 1218545259568742402, 'id_str': '1218545259568742402', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/EOkkdRtUwAIFAJo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EOkkdRtUwAIFAJo.jpg', 'url': 'https://t.co/umniex6Q3V', 'display_url': 'pic.twitter.com/umniex6Q3V', 'expanded_url': 'https://twitter.com/EnThunga/status/1218545269530169344/photo/1', 'type': 'photo', 'original_info': {'width': 1463, 'height': 823, 'focus_rects': [{'x': 0, 'y': 0, 'h': 819, 'w': 1463}, {'x': 283, 'y': 0, 'h': 823, 'w': 823}, {'x': 333, 'y': 0, 'h': 823, 'w': 722}, {'x': 488, 'y': 0, 'h': 823, 'w': 412}, {'x': 0, 'y': 0, 'h': 823, 'w': 1463}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1463, 'h': 823, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 251, 'y': 74, 'h': 171, 'w': 171}]}, 'orig': {'faces': [{'x': 542, 'y': 161, 'h': 368, 'w': 368}]}, 'large': {'faces': [{'x': 542, 'y': 161, 'h': 368, 'w': 368}]}, 'medium': {'faces': [{'x': 444, 'y': 132, 'h': 301, 'w': 301}]}}, 'media_key': '3_1218545259568742402', 'ext_media_color': {'palette': [{'rgb': {'red': 28, 'green': 31, 'blue': 45}, 'percentage': 50.04}, {'rgb': {'red': 180, 'green': 158, 'blue': 153}, 'percentage': 21.71}, {'rgb': {'red': 91, 'green': 89, 'blue': 80}, 'percentage': 9.11}, {'rgb': {'red': 152, 'green': 42, 'blue': 168}, 'percentage': 4.17}, {'rgb': {'red': 147, 'green': 151, 'blue': 144}, 'percentage': 4.12}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",1.21850228262454E+018,1.21850228262454E+018,"{'url': 'https://t.co/cSqaKLcodS', 'expanded': 'https://twitter.com/Sansajran/status/1218502282624540674', 'display': 'twitter.com/Sansajran/stat…'}",,1
66,1.25221380338059E+018,Mon Apr 20 12:33:30 +0000 2020,1.25221380338059E+018,1.25221380338059E+018,@idehanj @Dew_Rajapaksha කව්දෝයි වේසි,False,"[25, 37]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dew_Rajapaksha', 'name': 'මල් කුමාරි... 🌼😌❤️', 'id': 1138802478500024320, 'id_str': '1138802478500024320', 'indices': [9, 24]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.25221360573232E+018,1.25221360573232E+018,1.11993264725223E+018,1.11993264725223E+018,justdehan,1.17701155406948E+018,1.17701155406948E+018,,,,,False,0,2,1,0,1.25214923411735E+018,1.25214923411735E+018,False,False,si,,,,,,,,,,1
67,1.09490516996212E+018,Mon Feb 11 10:25:09 +0000 2019,1.09490516996212E+018,1.09490516996212E+018,"@shyaminayesh අනේ හු... @*$&amp;#&amp; 
High quality up වෙලා තිබ්බෙ. ඔරිගිනල් දාන්නහිතාගෙන මම ක්ලවුඩ් එකෙන් ෆොටොස් ටික ඩිලීට් කරා...
ඒ වේසි ෆෝන් එකෙනුත් ෆොටෝස් ටික ඩිලීට් කරල... 😒",False,"[14, 179]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shyaminayesh', 'name': 'Shyamin Ayesh', 'id': 172568073, 'id_str': '172568073', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0949009328344E+018,1.0949009328344E+018,172568073,172568073,shyaminayesh,1379864929,1379864929,,,,,False,0,1,1,0,1.09428426800247E+018,1.09428426800247E+018,False,False,si,,,,,,,,,,1
68,1.20640244161428E+018,Mon Dec 16 02:35:30 +0000 2019,1.20640244161428E+018,1.20640244161428E+018,වේසි මොඩ් 😌,False,"[0, 11]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.07567218959524E+017,8.07567218959524E+017,,,,,True,0,1,0,0,1.20640244161428E+018,1.20640244161428E+018,False,False,si,,,,,,1.20627467092154E+018,1.20627467092154E+018,"{'url': 'https://t.co/9BhZQ5fBYD', 'expanded': 'https://twitter.com/thejidar/status/1206274670921539584', 'display': 'twitter.com/thejidar/statu…'}",,1
69,1.07033191890894E+018,Wed Dec 05 14:59:49 +0000 2018,1.07033191890894E+018,1.07033191890894E+018,@_ArEreP_NeEvArT ඒ වේසි එක්ක මට ගනුදෙනුවක් නෑ දැන්,False,"[17, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.07033021032566E+018,1.07033021032566E+018,8.72998596936962E+017,8.72998596936962E+017,arerep_neevart,3334390273,3334390273,,,,,False,0,1,1,0,1.07033021032566E+018,1.07033021032566E+018,False,False,si,,,,,,,,,,1
70,1.16186204179722E+018,Thu Aug 15 04:47:51 +0000 2019,1.16186204179722E+018,1.16186204179722E+018,@maalupaan මේක දැං කියහන්කො දැක්කෙ වේසි 😹,False,"[11, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.16164930343514E+018,1.16164930343514E+018,4632654077,4632654077,maalupaan,2483063340,2483063340,,,,,False,0,2,0,0,1.16164930343514E+018,1.16164930343514E+018,False,False,si,,,,,,,,,,1
